,industryCategory,stockId,stockName,type,updateDate
105,ETF,00713,元大台灣高息低波,twse,2023-04-03
106,ETF,00714,群益道瓊美國地產,twse,2023-04-03
107,ETF,00715L,期街口布蘭特正2,twse,2023-04-03
108,ETF,00716R,華頓S&P布蘭特反1,twse,2023-04-03
109,ETF,00717,富邦美國特別股,twse,2023-04-03
110,上櫃指數股票型基金(ETF),00718B,富邦中國政策債,tpex,2023-04-03
111,上櫃指數股票型基金(ETF),00719B,元大美債1-3,tpex,2023-04-03
112,上櫃指數股票型基金(ETF),00720B,元大投資級公司債,tpex,2023-04-03
113,上櫃指數股票型基金(ETF),00721B,元大中國債3-5,tpex,2023-04-03
114,上櫃指數股票型基金(ETF),00722B,群益15年IG電信債,tpex,2023-04-03
115,上櫃指數股票型基金(ETF),00723B,群益15年IG科技債,tpex,2023-04-03
116,上櫃指數股票型基金(ETF),00724B,群益10年IG金融債,tpex,2023-04-03
117,上櫃指數股票型基金(ETF),00725B,國泰投資級公司債,tpex,2023-04-03
118,上櫃指數股票型基金(ETF),00726B,國泰5Y+新興債,tpex,2023-04-03
119,上櫃指數股票型基金(ETF),00727B,國泰1-5Y非投等債,tpex,2023-04-03
120,ETF,00728,第一金工業30,twse,2023-04-03
121,ETF,00729R,第一金工業30反1,twse,2023-04-03
122,ETF,00730,富邦臺灣優質高息,twse,2023-04-03
123,ETF,00731,復華富時高息低波,twse,2023-04-03
124,ETF,00732,國泰RMB短期報酬,twse,2023-04-03
125,ETF,00733,富邦臺灣中小,twse,2023-04-03
126,上櫃指數股票型基金(ETF),00734B,台新JPM新興債,tpex,2023-04-03
127,ETF,00735,國泰臺韓科技,twse,2023-04-03
128,ETF,00736,國泰新興市場,twse,2023-04-03
129,ETF,00737,國泰AI+Robo,twse,2023-04-03
130,ETF,00738U,期元大道瓊白銀,twse,2023-04-03
131,ETF,00739,元大MSCI A股,twse,2023-04-03
132,上櫃指數股票型基金(ETF),00740B,富邦全球投等債,tpex,2023-04-03
133,上櫃指數股票型基金(ETF),00741B,富邦全球非投等債,tpex,2023-04-03
134,ETF,00742,新光內需收益,twse,2023-04-03
135,ETF,00743,國泰中國A150,twse,2023-04-03
136,上櫃指數股票型基金(ETF),00744B,國泰中國政金債5+,tpex,2023-04-03
137,上櫃指數股票型基金(ETF),00745B,富邦中政債0-1,tpex,2022-12-11
138,上櫃指數股票型基金(ETF),00746B,富邦A級公司債,tpex,2023-04-03
139,上櫃指數股票型基金(ETF),00747B,FH中國政策債,tpex,2022-12-28
140,上櫃指數股票型基金(ETF),00748B,凱基中國債3-10,tpex,2023-02-22
141,上櫃指數股票型基金(ETF),00749B,凱基新興債10+,tpex,2023-04-03
142,上櫃指數股票型基金(ETF),00750B,凱基科技債10+,tpex,2023-04-03
143,上櫃指數股票型基金(ETF),00751B,元大AAA至A公司債,tpex,2023-04-03
144,ETF,00752,中信中國50,twse,2023-04-03
145,ETF,00753L,中信中國50正2,twse,2023-04-03
146,上櫃指數股票型基金(ETF),00754B,群益AAA-AA公司債,tpex,2023-04-03
147,上櫃指數股票型基金(ETF),00755B,群益15年IG公用債,tpex,2023-04-03
148,上櫃指數股票型基金(ETF),00756B,群益15年EM主權債,tpex,2023-04-03
149,ETF,00757,統一FANG+,twse,2023-04-03
150,上櫃指數股票型基金(ETF),00758B,FH能源債,tpex,2023-04-03
151,上櫃指數股票型基金(ETF),00759B,FH製藥債,tpex,2023-04-03
152,上櫃指數股票型基金(ETF),00760B,FH新興企業債,tpex,2023-04-03
153,上櫃指數股票型基金(ETF),00761B,國泰A級公司債,tpex,2023-04-03
154,ETF,00762,元大全球AI,twse,2023-04-03
155,ETF,00763U,期街口道瓊銅,twse,2023-04-03
156,上櫃指數股票型基金(ETF),00764B,群益25年美債,tpex,2023-04-03
157,上櫃指數股票型基金(ETF),00765B,群益中國政金債,tpex,2023-04-03
158,ETF,00766L,台新MSCI中國正2,twse,2023-04-03
159,ETF,00767,FH美國金融股,twse,2023-04-03
160,上櫃指數股票型基金(ETF),00768B,FH20年美債,tpex,2023-04-03
161,ETF,00770,國泰北美科技,twse,2023-04-03
162,ETF,00771,元大US高息特別股,twse,2023-04-03
163,上櫃指數股票型基金(ETF),00772B,中信高評級公司債,tpex,2023-04-03
164,上櫃指數股票型基金(ETF),00773B,中信優先金融債,tpex,2023-04-03
165,ETF,00774B,新光中國政金綠債,twse,2023-04-03
166,ETF,00774C,新光中政金綠債+R,twse,2023-04-03
167,ETF,00775B,新光投等債15+,twse,2023-04-03
168,ETF,00776,新光ICE美國權值,twse,2023-04-03
169,上櫃指數股票型基金(ETF),00777B,凱基AAA至A公司債,tpex,2023-04-03
170,上櫃指數股票型基金(ETF),00778B,凱基金融債20+,tpex,2023-04-03
171,上櫃指數股票型基金(ETF),00779B,凱基美債25+,tpex,2023-04-03
172,上櫃指數股票型基金(ETF),00780B,國泰A級金融債,tpex,2023-04-03
173,上櫃指數股票型基金(ETF),00781B,國泰A級科技債,tpex,2023-04-03
174,上櫃指數股票型基金(ETF),00782B,國泰A級公用債,tpex,2023-04-03
175,ETF,00783,富邦中証500,twse,2023-04-03
176,上櫃指數股票型基金(ETF),00784B,富邦中國投等債,tpex,2023-04-03
177,上櫃指數股票型基金(ETF),00785B,富邦金融投等債,tpex,2023-04-03
178,上櫃指數股票型基金(ETF),00786B,元大10年IG銀行債,tpex,2023-04-03
179,上櫃指數股票型基金(ETF),00787B,元大10年IG醫療債,tpex,2023-04-03
180,上櫃指數股票型基金(ETF),00788B,元大10年IG電能債,tpex,2023-04-03
181,上櫃指數股票型基金(ETF),00789B,FH公司債A3,tpex,2023-04-03
182,上櫃指數股票型基金(ETF),00790B,FH次順位IG金融債,tpex,2023-04-03
183,上櫃指數股票型基金(ETF),00791B,FH美元信用債1-5Y,tpex,2023-04-03
184,上櫃指數股票型基金(ETF),00792B,群益A級公司債,tpex,2023-04-03
185,上櫃指數股票型基金(ETF),00793B,群益AAA-A醫療債,tpex,2023-04-03
186,上櫃指數股票型基金(ETF),00794B,群益7+中國政金債,tpex,2023-04-03
187,上櫃指數股票型基金(ETF),00795B,中信美國公債20年,tpex,2023-04-03
188,上櫃指數股票型基金(ETF),00796B,中信中國債7-10,tpex,2022-08-27
189,上櫃指數股票型基金(ETF),00798B,國泰中企A級債7+,tpex,2020-07-16
190,上櫃指數股票型基金(ETF),00799B,國泰A級醫療債,tpex,2023-04-03
191,ETF,0080,恒中國,twse,2023-04-03
192,ETF,0081,恒香港,twse,2023-04-03
193,ETF,008201,BP上證50,twse,2023-04-03
194,ETF,00830,國泰費城半導體,twse,2023-04-03
195,上櫃指數股票型基金(ETF),00831B,新光美債1-3,tpex,2023-04-03
196,上櫃指數股票型基金(ETF),00832B,新光美債20+,tpex,2021-09-11
197,上櫃指數股票型基金(ETF),00833B,第一金美債20+,tpex,2020-12-03
198,上櫃指數股票型基金(ETF),00834B,第一金金融債10+,tpex,2023-04-03
199,上櫃指數股票型基金(ETF),00835B,第一金科技債10+,tpex,2020-06-24
200,上櫃指數股票型基金(ETF),00836B,永豐10年A公司債,tpex,2023-04-03
201,上櫃指數股票型基金(ETF),00837B,永豐15年金融債,tpex,2020-07-02
202,上櫃指數股票型基金(ETF),00838B,永豐7-10年中國債,tpex,2022-06-02
203,上櫃指數股票型基金(ETF),00839B,凱基醫療保健債,tpex,2021-08-05
204,上櫃指數股票型基金(ETF),00840B,凱基IG精選15+,tpex,2023-04-03
205,上櫃指數股票型基金(ETF),00841B,凱基AAA-AA公司債,tpex,2023-04-03
206,上櫃指數股票型基金(ETF),00842B,台新美元銀行債,tpex,2023-04-03
207,上櫃指數股票型基金(ETF),00843B,台新中國政策債,tpex,2022-07-22
208,上櫃指數股票型基金(ETF),00844B,新光15年IG金融債,tpex,2023-04-03
209,上櫃指數股票型基金(ETF),00845B,富邦新興投等債,tpex,2023-04-03
210,上櫃指數股票型基金(ETF),00846B,富邦歐洲銀行債,tpex,2023-04-03
211,上櫃指數股票型基金(ETF),00847B,中信美國市政債,tpex,2023-04-03
212,上櫃指數股票型基金(ETF),00848B,中信新興亞洲債,tpex,2023-04-03
213,上櫃指數股票型基金(ETF),00849B,中信EM主權債0-5,tpex,2023-04-03
214,ETF,00850,元大臺灣ESG永續,twse,2023-04-03
215,ETF,00851,台新全球AI,twse,2023-04-03
216,ETF,00852L,國泰美國道瓊正2,twse,2023-04-03
217,上櫃指數股票型基金(ETF),00853B,統一美債10年Aa-A,tpex,2023-04-03
218,上櫃指數股票型基金(ETF),00854B,富邦全球保險債,tpex,2020-12-04
219,上櫃指數股票型基金(ETF),00855B,富邦全球能源債,tpex,2020-12-04
220,上櫃指數股票型基金(ETF),00856B,永豐1-3年美公債,tpex,2023-04-03
221,上櫃指數股票型基金(ETF),00857B,永豐20年美公債,tpex,2023-04-03
222,上櫃指數股票型基金(ETF),00858,永豐美國500大,tpex,2023-04-03
223,上櫃指數股票型基金(ETF),00859B,群益0-1年美債,tpex,2023-04-03
224,上櫃指數股票型基金(ETF),00860B,群益1-5年IG債,tpex,2023-04-03
225,ETF,00861,元大全球未來通訊,twse,2023-04-03
226,上櫃指數股票型基金(ETF),00862B,中信投資級公司債,tpex,2023-04-03
227,上櫃指數股票型基金(ETF),00863B,中信全球電信債,tpex,2023-04-03
228,上櫃指數股票型基金(ETF),00864B,中信美國公債0-1,tpex,2023-04-03
229,ETF,00865B,國泰US短期公債,twse,2023-04-03
230,ETF,00866,新光Shiller CAPE,twse,2023-04-03
231,上櫃指數股票型基金(ETF),00867B,新光A-BBB電信債,tpex,2023-04-03
232,上櫃指數股票型基金(ETF),00868B,FT1-3年美公債,tpex,2021-05-14
233,上櫃指數股票型基金(ETF),00869B,FT10-25年公司債,tpex,2021-08-19
234,上櫃指數股票型基金(ETF),00870B,元大15年EM主權債,tpex,2023-04-03
235,上櫃指數股票型基金(ETF),00871B,元大中國政金債,tpex,2021-03-03
236,上櫃指數股票型基金(ETF),00872B,凱基美債1-3,tpex,2021-10-08
237,上櫃指數股票型基金(ETF),00873B,凱基新興債1-5,tpex,2021-02-23
238,上櫃指數股票型基金(ETF),00874B,凱基BBB公司債15+,tpex,2021-02-23
239,ETF,00875,國泰網路資安,twse,2023-04-03
240,ETF,00876,元大全球5G,twse,2023-04-03
241,上櫃指數股票型基金(ETF),00877,FH中國5G,tpex,2023-04-03
242,ETF,00878,國泰永續高股息,twse,2023-04-03
243,上櫃指數股票型基金(ETF),00879B,第一金美債0-1,tpex,2021-10-08
244,上櫃指數股票型基金(ETF),00880B,第一金電信債15+,tpex,2021-10-08
245,ETF,00881,國泰台灣5G+,twse,2023-04-03
246,ETF,00882,中信中國高股息,twse,2023-04-03
247,上櫃指數股票型基金(ETF),00883B,中信ESG投資級債,tpex,2023-04-03
248,上櫃指數股票型基金(ETF),00884B,中信低碳新興債,tpex,2023-04-03
249,ETF,00885,富邦越南,twse,2023-04-03
250,上櫃指數股票型基金(ETF),00886,永豐美國科技,tpex,2023-04-03
251,上櫃指數股票型基金(ETF),00887,永豐中國科技50大,tpex,2023-04-03
252,上櫃指數股票型基金(ETF),00888,永豐台灣ESG,tpex,2023-04-03
253,上櫃指數股票型基金(ETF),00889B,凱基ESG新興債15+,tpex,2022-06-24
254,上櫃指數股票型基金(ETF),00890B,凱基ESG BBB債15+,tpex,2023-04-03
255,ETF,00891,中信關鍵半導體,twse,2023-04-03
256,ETF,00892,富邦台灣半導體,twse,2023-04-03
257,ETF,00893,國泰智能電動車,twse,2023-04-03
258,ETF,00894,中信小資高價30,twse,2023-04-03
259,ETF,00895,富邦未來車,twse,2023-04-03
260,ETF,00896,中信綠能及電動車,twse,2023-04-03
261,ETF,00897,富邦基因免疫生技,twse,2023-04-03
262,ETF,00898,國泰基因免疫革命,twse,2023-04-03
263,ETF,00899,FT潔淨能源,twse,2023-04-03
264,ETF,00900,富邦特選高股息30,twse,2023-04-03
265,ETF,00901,永豐智能車供應鏈,twse,2023-04-03
266,ETF,00902,中信電池及儲能,twse,2023-04-03
267,ETF,00903,富邦元宇宙,twse,2023-04-03
268,ETF,00904,新光臺灣半導體30,twse,2023-04-03
269,ETF,00905,FT臺灣Smart,twse,2023-04-03
270,ETF,00906,大華元宇宙科技50,twse,2023-04-03
271,ETF,00907,永豐優息存股,twse,2023-04-03
272,ETF,00908,富邦入息REITs+,twse,2023-04-03
273,ETF,00909,國泰數位支付服務,twse,2023-04-03
274,ETF,00910,第一金太空衛星,twse,2023-04-03
275,ETF,00911,兆豐洲際半導體,twse,2023-04-03
276,ETF,00912,中信臺灣智慧50,twse,2023-04-03
277,ETF,00913,兆豐台灣晶圓製造,twse,2023-04-03
278,ETF,00915,凱基優選高股息30,twse,2023-04-03
279,ETF,00916,國泰全球品牌50,twse,2023-04-03
280,ETF,00917,中信特選金融,twse,2023-04-03
281,ETF,00918,大華優利高填息30,twse,2023-04-03
282,ETF,00919,群益台灣精選高息,twse,2023-04-03
283,ETF,00920,富邦ESG綠色電力,twse,2023-04-03
284,ETF,00921,兆豐龍頭等權重,twse,2023-04-03
285,ETF,00922,國泰台灣領袖50,twse,2023-04-03
286,ETF,00923,群益台灣ESG低碳,twse,2023-04-03
287,受益證券,01001T,土銀富邦R1,twse,2020-11-14
288,受益證券,01002T,土銀國泰R1,twse,2020-11-14
289,受益證券,01003T,兆豐新光R1,twse,2020-11-14
290,受益證券,01004T,土銀富邦R2,twse,2020-11-14
291,受益證券,01005T,三鼎,twse,2020-11-14
292,受益證券,01007T,兆豐國泰R2,twse,2020-11-14
293,受益證券,01008T,駿馬R1,twse,2020-11-14
294,受益證券,01009T,王道圓滿R1,twse,2020-11-14
295,ETN,020000,富邦特選蘋果N,twse,2023-04-03
296,指數投資證券(ETN),020001,富邦存股雙十N,tpex,2023-04-03
297,ETN,020002,元富新中國N,twse,2023-04-03
298,指數投資證券(ETN),020003,統一漲升股利150N,tpex,2022-04-30
299,ETN,020004,兆豐電菁英30N,twse,2023-04-03
300,ETN,020005,永豐外資50N,twse,2023-04-03
301,ETN,020006,永昌中小300N,twse,2023-04-03
302,ETN,020007,凱基臺灣500N,twse,2023-04-03
303,ETN,020008,元大特股高息N,twse,2023-04-03
304,指數投資證券(ETN),020009,群益A50綠碳N,tpex,2022-04-30
305,指數投資證券(ETN),020010,永昌富櫃200N,tpex,2022-09-30
306,ETN,020011,統一微波高息20N,twse,2023-04-03
307,ETN,020012,富邦行動通訊N,twse,2023-04-03
308,指數投資證券(ETN),020013,元富亞洲高股息N,tpex,2022-12-24
309,指數投資證券(ETN),020014,元大富櫃200N,tpex,2022-12-30
310,ETN,020015,統一MSCI美低波N,twse,2023-04-03
311,ETN,020016,統一MSCI美科技N,twse,2023-04-03
312,指數投資證券(ETN),020017,永豐富櫃200N,tpex,2021-06-12
313,ETN,020018,統一價值成長30N,twse,2023-04-03
314,ETN,020019,統一特選台灣5GN,twse,2023-04-03
315,指數投資證券(ETN),02001B,統一美國政府債N,tpex,2023-04-03
316,ETN,02001L,富邦蘋果正二N,twse,2023-04-03
317,ETN,02001R,富邦蘋果反一N,twse,2023-04-03
318,ETN,02001S,策元大加權策略N,twse,2023-04-03
319,ETN,020020,元大台股領航N,twse,2023-04-03
320,指數投資證券(ETN),020021,統一恒生科技N,tpex,2022-03-18
321,ETN,020022,元大電動車N,twse,2023-04-03
322,指數投資證券(ETN),020023,元大櫃買半導體N,tpex,2023-04-03
323,指數投資證券(ETN),020024,兆豐富櫃200N,tpex,2023-04-03
324,指數投資證券(ETN),020025,統一亞洲半導體N,tpex,2023-04-03
325,指數投資證券(ETN),020026,兆豐上櫃ESG電菁N,tpex,2023-04-03
326,指數投資證券(ETN),020027,元大上櫃ESG成長N,tpex,2023-04-03
327,ETN,020028,元大特選電動車N,twse,2023-04-03
328,ETN,020029,元大ESG高股息N,twse,2023-04-03
329,指數投資證券(ETN),02002L,兆豐富櫃200正二N,tpex,2023-04-03
330,ETN,020030,統一智慧電動車N,twse,2023-04-03
331,ETN,020031,統一IC設計臺灣N,twse,2023-04-03
332,ETN,020032,元大綠能N,twse,2023-04-03
333,指數投資證券(ETN),020033,統一恒生科期N,tpex,2023-04-03
334,ETN,020034,元大IC設計N,twse,2023-04-03
335,指數投資證券(ETN),020035,元大上櫃ESG高息N,tpex,2023-04-03
336,指數投資證券(ETN),02003L,永豐富櫃200正2N,tpex,2022-12-24
337,水泥工業,1101,台泥,twse,2023-04-03
338,水泥工業,1101B,台泥乙特,twse,2023-04-03
339,水泥工業,1102,亞泥,twse,2023-04-03
340,水泥工業,1103,嘉泥,twse,2023-04-03
341,水泥工業,1104,環泥,twse,2023-04-03
342,其他,1107,建台,twse,2023-04-03
343,水泥工業,1108,幸福,twse,2023-04-03
344,水泥工業,1109,信大,twse,2023-04-03
345,水泥工業,1110,東泥,twse,2023-04-03
346,食品工業,1201,味全,twse,2023-04-03
347,食品工業,1203,味王,twse,2023-04-03
348,食品工業,1210,大成,twse,2023-04-03
349,食品工業,1213,大飲,twse,2023-04-03
350,食品工業,1215,卜蜂,twse,2023-04-03
351,食品工業,1216,統一,twse,2023-04-03
352,食品工業,1217,愛之味,twse,2023-04-03
353,食品工業,1218,泰山,twse,2023-04-03
354,食品工業,1219,福壽,twse,2023-04-03
355,食品工業,1220,台榮,twse,2023-04-03
356,食品工業,1225,福懋油,twse,2023-04-03
357,食品工業,1227,佳格,twse,2023-04-03
358,食品工業,1229,聯華,twse,2023-04-03
359,電器電纜,1230,聯成食,twse,2023-04-03
360,食品工業,1231,聯華食,twse,2023-04-03
361,食品工業,1232,大統益,twse,2023-04-03
362,食品工業,1233,天仁,twse,2023-04-03
363,食品工業,1234,黑松,twse,2023-04-03
364,食品工業,1235,興泰,twse,2023-04-03
365,食品工業,1236,宏亞,twse,2023-04-03
366,農業科技業,1240,茂生農經,tpex,2023-04-03
367,食品工業,1256,鮮活果汁-KY,twse,2023-04-03
368,食品工業,1258,其祥-KY,tpex,2023-04-03
369,觀光事業,1259,安心,tpex,2023-04-03
370,其他,1262,綠悅-KY,twse,2023-04-03
371,食品工業,1264,德麥,tpex,2023-04-03
372,觀光事業,1268,漢來美食,tpex,2023-04-03
373,塑膠工業,1301,台塑,twse,2023-04-03
374,塑膠工業,1303,南亞,twse,2023-04-03
375,塑膠工業,1304,台聚,twse,2023-04-03
376,塑膠工業,1305,華夏,twse,2023-04-03
377,塑膠工業,1307,三芳,twse,2023-04-03
378,塑膠工業,1308,亞聚,twse,2023-04-03
379,塑膠工業,1309,台達化,twse,2023-04-03
380,塑膠工業,1310,台苯,twse,2023-04-03
381,塑膠工業,1311,福聚,twse,2023-04-03
382,塑膠工業,1312,國喬,twse,2023-04-03
383,塑膠工業,1312A,國喬特,twse,2023-04-03
384,塑膠工業,1313,聯成,twse,2023-04-03
385,塑膠工業,1314,中石化,twse,2023-04-03
386,塑膠工業,1315,達新,twse,2023-04-03
387,建材營造,1316,上曜,twse,2023-04-03
388,汽車工業,1319,東陽,twse,2023-04-03
389,塑膠工業,1321,大洋,twse,2023-04-03
390,塑膠工業,1323,永裕,twse,2023-04-03
391,塑膠工業,1324,地球,twse,2023-04-03
392,塑膠工業,1325,恆大,twse,2023-04-03
393,塑膠工業,1326,台化,twse,2023-04-03
394,電子零組件業,1336,台翰,tpex,2023-04-03
395,塑膠工業,1337,再生-KY,twse,2023-04-03
396,汽車工業,1338,廣華-KY,twse,2023-04-03
397,汽車工業,1339,昭輝,twse,2023-04-03
398,塑膠工業,1340,勝悅-KY,twse,2023-04-03
399,塑膠工業,1341,富林-KY,twse,2023-04-03
400,其他,1342,八貫,twse,2023-04-03
401,紡織纖維,1402,遠東新,twse,2023-04-03
402,紡織纖維,1409,新纖,twse,2023-04-03
403,紡織纖維,1410,南染,twse,2023-04-03
404,紡織纖維,1413,宏洲,twse,2023-04-03
405,紡織纖維,1414,東和,twse,2023-04-03
406,其他,1416,廣豐,twse,2023-04-03
407,紡織纖維,1417,嘉裕,twse,2023-04-03
408,紡織纖維,1418,東華,twse,2023-04-03
409,紡織纖維,1419,新紡,twse,2023-04-03
410,紡織纖維,1423,利華,twse,2023-04-03
411,貿易百貨,1432,大魯閣,twse,2023-04-03
412,紡織纖維,1434,福懋,twse,2023-04-03
413,其他,1435,中福,twse,2023-04-03
414,建材營造,1436,華友聯,twse,2023-04-03
415,其他,1437,勤益控,twse,2023-04-03
416,建材營造,1438,三地開發,twse,2023-04-03
417,紡織纖維,1439,雋揚,twse,2023-04-03
418,紡織纖維,1440,南紡,twse,2023-04-03
419,紡織纖維,1441,大東,twse,2023-04-03
420,建材營造,1442,名軒,twse,2023-04-03
421,其他,1443,立益物流,twse,2023-04-03
422,紡織纖維,1443,立益,twse,2021-06-01
423,紡織纖維,1444,力麗,twse,2023-04-03
424,紡織纖維,1445,大宇,twse,2023-04-03
425,紡織纖維,1446,宏和,twse,2023-04-03
426,紡織纖維,1447,力鵬,twse,2023-04-03
427,紡織纖維,1449,佳和,twse,2023-04-03
428,紡織纖維,1451,年興,twse,2023-04-03
429,紡織纖維,1452,宏益,twse,2023-04-03
430,建材營造,1453,大將,twse,2023-04-03
431,紡織纖維,1453,大將,twse,2021-06-01
432,紡織纖維,1454,台富,twse,2023-04-03
433,紡織纖維,1455,集盛,twse,2023-04-03
434,建材營造,1456,怡華,twse,2023-04-03
435,紡織纖維,1456,怡華,twse,2021-06-01
436,紡織纖維,1457,宜進,twse,2023-04-03
437,紡織纖維,1459,聯發,twse,2023-04-03
438,紡織纖維,1460,宏遠,twse,2023-04-03
439,紡織纖維,1463,強盛,twse,2023-04-03
440,紡織纖維,1464,得力,twse,2023-04-03
441,紡織纖維,1465,偉全,twse,2023-04-03
442,紡織纖維,1466,聚隆,twse,2023-04-03
443,紡織纖維,1467,南緯,twse,2023-04-03
444,紡織纖維,1468,昶和,twse,2023-04-03
445,紡織纖維,1469,理隆,twse,2023-04-03
446,紡織纖維,1470,大統新創,twse,2023-04-03
447,電子工業,1471,首利,twse,2023-04-03
448,電子零組件業,1471,首利,twse,2023-04-03
449,紡織纖維,1472,三洋實業,twse,2023-04-03
450,紡織纖維,1473,台南,twse,2023-04-03
451,紡織纖維,1474,弘裕,twse,2023-04-03
452,紡織纖維,1475,業旺,twse,2023-04-03
453,紡織纖維,1476,儒鴻,twse,2023-04-03
454,紡織纖維,1477,聚陽,twse,2023-04-03
455,電機機械,1503,士電,twse,2023-04-03
456,電機機械,1504,東元,twse,2023-04-03
457,電機機械,1506,正道,twse,2023-04-03
458,電機機械,1507,永大,twse,2023-04-03
459,汽車工業,1512,瑞利,twse,2023-04-03
460,電機機械,1513,中興電,twse,2023-04-03
461,電機機械,1514,亞力,twse,2023-04-03
462,電機機械,1515,力山,twse,2023-04-03
463,其他,1516,川飛,twse,2023-04-03
464,電機機械,1517,利奇,twse,2023-04-03
465,電機機械,1519,華城,twse,2023-04-03
466,其他,1520,復盛,twse,2023-04-03
467,汽車工業,1521,大億,twse,2023-04-03
468,汽車工業,1522,堤維西,twse,2023-04-03
469,汽車工業,1522A,堤維西甲特,twse,2023-04-03
470,電機機械,1523,開億,twse,2023-04-03
471,汽車工業,1524,耿鼎,twse,2023-04-03
472,汽車工業,1525,江申,twse,2023-04-03
473,電機機械,1526,日馳,twse,2023-04-03
474,電機機械,1527,鑽全,twse,2023-04-03
475,電機機械,1528,恩德,twse,2023-04-03
476,電機機械,1529,樂事綠能,twse,2023-04-03
477,電機機械,1530,亞崴,twse,2023-04-03
478,電機機械,1531,高林股,twse,2023-04-03
479,電機機械,1532,勤美,twse,2023-04-03
480,汽車工業,1533,車王電,twse,2023-04-03
481,電機機械,1535,中宇,twse,2023-04-03
482,汽車工業,1536,和大,twse,2023-04-03
483,電機機械,1537,廣隆,twse,2023-04-03
484,電機機械,1538,正峰,twse,2023-04-03
485,電機機械,1539,巨庭,twse,2023-04-03
486,電機機械,1540,喬福,twse,2023-04-03
487,電機機械,1541,錩泰,twse,2023-04-03
488,電機機械,1558,伸興,twse,2023-04-03
489,電機機械,1560,中砂,twse,2023-04-03
490,生技醫療業,1565,精華,tpex,2023-04-03
491,汽車工業,1568,倉佑,twse,2023-04-03
492,電腦及週邊設備業,1569,濱川,tpex,2023-04-03
493,電機機械,1570,力肯,tpex,2023-04-03
494,電機機械,1580,新麥,tpex,2023-04-03
495,電子工業,1582,信錦,twse,2023-04-03
496,電子零組件業,1582,信錦,twse,2023-04-03
497,電機機械,1583,程泰,twse,2023-04-03
498,其他,1584,精剛,tpex,2023-04-03
499,電機機械,1586,和勤,tpex,2023-04-03
500,汽車工業,1587,吉茂,twse,2023-04-03
501,電機機械,1589,永冠-KY,twse,2023-04-03
502,電機機械,1590,亞德客-KY,twse,2023-04-03
503,電機機械,1591,駿吉-KY,tpex,2023-04-03
504,汽車工業,1592,英瑞-KY,twse,2023-04-03
505,生技醫療業,1593,祺驊,tpex,2023-04-03
506,電子零組件業,1595,川寶,tpex,2023-04-03
507,電機機械,1597,直得,twse,2023-04-03
508,化學生技醫療,1598,岱宇,twse,2023-04-03
509,生技醫療業,1598,岱宇,twse,2023-04-03
510,電機機械,1599,宏佳騰,tpex,2023-04-03
511,電器電纜,1601,台光,twse,2023-04-03
512,電器電纜,1603,華電,twse,2023-04-03
513,電器電纜,1604,聲寶,twse,2023-04-03
514,電器電纜,1605,華新,twse,2023-04-03
515,電器電纜,1606,歌林,twse,2023-04-03
516,電器電纜,1608,華榮,twse,2023-04-03
517,電器電纜,1609,大亞,twse,2023-04-03
518,電器電纜,1611,中電,twse,2023-04-03
519,電器電纜,1612,宏泰,twse,2023-04-03
520,電器電纜,1613,台一,twse,2023-04-03
521,電器電纜,1614,三洋電,twse,2023-04-03
522,電器電纜,1615,大山,twse,2023-04-03
523,電器電纜,1616,億泰,twse,2023-04-03
524,電器電纜,1617,榮星,twse,2023-04-03
525,電器電纜,1618,合機,twse,2023-04-03
526,電器電纜,1626,艾美特-KY,twse,2023-04-03
527,化學生技醫療,1701,中化,twse,2023-04-03
528,生技醫療業,1701,中化,twse,2023-04-03
529,食品工業,1702,南僑,twse,2023-04-03
530,化學工業,1704,榮化,twse,2023-04-03
531,化學生技醫療,1704,榮化,twse,2023-04-03
532,化學生技醫療,1707,葡萄王,twse,2023-04-03
533,生技醫療業,1707,葡萄王,twse,2023-04-03
534,化學工業,1708,東鹼,twse,2023-04-03
535,化學生技醫療,1708,東鹼,twse,2023-04-03
536,化學工業,1709,和益,twse,2023-04-03
537,化學生技醫療,1709,和益,twse,2023-04-03
538,化學工業,1710,東聯,twse,2023-04-03
539,化學生技醫療,1710,東聯,twse,2023-04-03
540,化學工業,1711,永光,twse,2023-04-03
541,化學生技醫療,1711,永光,twse,2023-04-03
542,化學工業,1712,興農,twse,2023-04-03
543,化學生技醫療,1712,興農,twse,2023-04-03
544,化學工業,1713,國化,twse,2023-04-03
545,化學生技醫療,1713,國化,twse,2023-04-03
546,化學工業,1714,和桐,twse,2023-04-03
547,化學生技醫療,1714,和桐,twse,2023-04-03
548,塑膠工業,1715,萬洲,twse,2023-04-03
549,化學生技醫療,1716,永信,twse,2023-04-03
550,生技醫療業,1716,永信,twse,2023-04-03
551,化學工業,1717,長興,twse,2023-04-03
552,化學生技醫療,1717,長興,twse,2023-04-03
553,化學工業,1718,中纖,twse,2023-04-03
554,化學生技醫療,1718,中纖,twse,2023-04-03
555,化學生技醫療,1720,生達,twse,2023-04-03
556,生技醫療業,1720,生達,twse,2023-04-03
557,化學工業,1721,三晃,twse,2023-04-03
558,化學生技醫療,1721,三晃,twse,2023-04-03
559,化學工業,1722,台肥,twse,2023-04-03
560,化學生技醫療,1722,台肥,twse,2023-04-03
561,化學工業,1723,中碳,twse,2023-04-03
562,化學生技醫療,1723,中碳,twse,2023-04-03
